feature,importance
global_ls_ratio,52
close_ma720_ratio,47
fng_ma30,46
close_ma6_ratio,44
ret_sharpe_168h,42
fng_momentum,38
ls_divergence,37
macd,36
btc_beta_168h,35
fng_value,33
fng_ma7,32
breadth_pct_positive,31
btc_vol_24h,30
vol_12h_cs_rank,29
btc_ret_168h,29
cci_48,29
bb_width_48,28
top_long_pct,27
gk_vol_48h,27
ret_std_48h,27
close_ma336_ratio,27
funding_rate_binance,26
ret_skew_168h,24
macd_signal,24
high_close_ratio,23
oi_value_usd,23
gk_vol_168h,21
vol_price_corr_48h,21
vol_price_corr_168h,20
close_ma12_ratio,20
rsi_14,19
ret_std_168h,18
close_ma168_ratio,18
ret_skew_48h,18
btc_ret_12h,17
ret_kurt_168h,17
regime_btc_dd_720,16
global_long_pct,16
ret_mean_48h,14
eth_ret_24h,14
top_ls_ratio,14
rsi_24,14
ret_48h,14
close_ma48_ratio,13
mom_7d,12
bb_pband_48,12
close_ma72_ratio,12
mom_3d,12
atr_24,12
top_ls_zscore,11
market_dispersion,11
atr_48,11
ret_sharpe_24h,10
gk_vol_24h,10
ret_sharpe_48h,10
ret_kurt_48h,10
regime_composite,10
taker_cvd_24h,10
bb_high_20,10
bb_width_20,10
btc_beta_48h,10
ret_72h,10
stoch_d,9
ret_skew_168h_cs,9
ret_168h,9
mom_accel_12h,9
vol_trend_12_48,8
ret_std_24h,8
btc_ret_4h,8
eth_ret_1h,8
atr_14,7
ret_4h,7
macd_diff,7
oi_zscore_7d,6
ret_2h,6
eth_btc_ret_24h,6
oi_change_24h,6
reversal_12v48,6
adx,6
taker_cvd_12h,5
regime_low_vol,5
ret_mean_168h,5
ret_skew_24h,5
btc_ret_1h,5
bb_high_48,5
ret_mean_24h,5
vol_price_corr_24h,5
btc_ret_48h,4
eth_ret_12h,4
close_ma24_ratio,4
mom_12h_zscore,4
adx_neg,4
obv_ma_ratio_48,4
obv_ma_ratio_24,4
rsi_12,4
direction_quality_12h,4
range_expansion_12h,4
reversal_24v168,4
regime_breadth_bullish,4
top_ls_change_12h,3
vwpc_12h,3
ret_skew_48h_cs,3
gk_vol_12h,3
ret_kurt_24h,3
stoch_k,3
oi_change_12h_cs,3
vol_ma168_ratio,3
eth_ret_4h,3
oi_change_12h,3
btc_ret_24h,3
oi_ret_interaction_12h,2
oi_change_4h,2
ret_1h,2
reversal_4v24,2
market_funding_std,2
bb_low_48,2
cci_14,2
willr_14,2
top_ls_change_24h,2
ret_vs_btc_24h,2
ret_24h,1
ret_6h,1
long_short_ratio,1
funding_rate,1
low_close_ratio,1
close_open_ratio,1
vwap_dev_48h,1
vwap_12h_dist,1
bb_pband_20,1
adx_pos,1
funding_vs_market,1
vol_ma24_ratio,0
vol_ma72_ratio,0
vwap_dev_12h,0
vwap_dev_24h,0
vol_mom_24h,0
vol_mom_48h,0
vol_ma720_ratio,0
bb_low_20,0
vol_crush_ratio,0
ret_12h_cs_rank,0
regime_btc_ma720_slope,0
btc_regime_24,0
ll_count_12h,0
cross_coin_disp_ma24,0
vol_surge_24h,0
