feature,importance
btc_vol_24h,681
close_ma720_ratio,532
close_ma336_ratio,521
breadth_pct_positive,504
fng_ma30,496
ret_sharpe_168h,480
fng_momentum,460
vol_12h_cs_rank,459
fng_ma7,404
gk_vol_168h,398
btc_beta_168h,379
ret_sharpe_24h,375
vol_trend_12_48,328
macd_signal,322
btc_beta_48h,312
news_count_7d,311
market_dispersion,310
fng_value,283
ret_std_168h,268
vol_price_corr_48h,266
close_ma12_ratio,259
close_ma6_ratio,254
vol_price_corr_24h,245
regime_btc_dd_720,245
atr_48,244
cci_48,239
ret_skew_168h,239
ret_kurt_168h,237
gk_vol_24h,234
gk_vol_48h,234
mom_accel_12h,228
bb_high_20,226
macd,219
vol_price_corr_168h,217
btc_ret_168h,215
reversal_24v168,214
adx,207
news_count_24h,206
close_ma168_ratio,200
reversal_12v48,181
bb_width_48,170
ret_std_48h,170
close_ma24_ratio,165
bb_width_20,163
btc_ret_12h,162
btc_ret_1h,150
funding_rate,146
ret_kurt_48h,143
rsi_24,141
ret_vs_btc_24h,141
atr_24,138
ret_std_24h,133
news_count_1h,131
ret_skew_48h,128
ret_mean_168h,127
ret_2h,127
close_ma72_ratio,125
market_news_count_24h,125
adx_neg,124
news_sentiment_7d,123
ret_168h,122
range_expansion_12h,122
eth_ret_1h,121
btc_ret_24h,119
bb_high_48,119
low_close_ratio,119
news_sentiment_momentum,115
ret_kurt_24h,111
news_volume_zscore,109
mom_7d,109
close_open_ratio,109
ret_sharpe_48h,108
btc_ret_48h,107
eth_ret_24h,105
ret_skew_168h_cs,102
macd_diff,101
close_ma48_ratio,101
gk_vol_12h,101
bb_pband_48,100
eth_ret_12h,96
eth_ret_4h,96
market_news_sentiment_24h,96
btc_ret_4h,91
mom_3d,88
regime_composite,87
vwap_dev_48h,86
atr_14,85
reversal_4v24,84
market_funding_std,83
vol_ma720_ratio,83
eth_btc_ret_24h,83
ret_48h,82
ret_24h,80
vol_ma24_ratio,78
ret_1h,77
bb_low_48,77
ret_6h,74
ret_mean_24h,74
ret_mean_48h,73
mom_12h_zscore,73
high_close_ratio,72
obv_ma_ratio_48,70
vol_mom_24h,69
ret_72h,67
vwap_12h_dist,65
bb_low_20,61
ret_skew_48h_cs,60
regime_breadth_bullish,58
rsi_14,57
vwap_dev_12h,56
vwap_dev_24h,56
ret_skew_24h,52
bb_pband_20,50
rsi_6,49
obv_ma_ratio_24,49
ret_4h,47
news_sentiment_1h,45
ret_12h,44
ret_12h_cs_rank,44
news_sentiment_24h,44
is_asian_session,39
btc_regime_24,38
funding_vs_market,37
stoch_d,35
rsi_12,34
vol_ma336_ratio,33
adx_pos,32
regime_low_vol,29
dispersion_regime,18
cross_coin_disp_ma24,10
