window,horizon,feature,mean_ic,t_stat,n_weeks,abs_ic
W2,1,top_ls_ratio_zscore,-0.007356582608232573,-1.3059868325767983,24,0.007356582608232573
W2,1,global_ls_ratio_zscore,0.006597393129762571,0.9644397823566536,24,0.006597393129762571
W2,1,ls_divergence,-0.007926915489915339,-2.628470394217054,24,0.007926915489915339
W2,1,premium_index,0.0048450770904932055,0.6458149605872584,24,0.0048450770904932055
W2,1,premium_zscore,0.008900807169583207,1.1581996377928476,24,0.008900807169583207
W2,4,ret_1h,-0.030170492414570666,-2.876961287732511,24,0.030170492414570666
W2,4,ret_4h,-0.02414541375227232,-1.2276992342357684,24,0.02414541375227232
W2,4,ret_12h,-0.020221860505954457,-1.00570602423989,24,0.020221860505954457
W2,4,ret_24h,-0.07267029072334431,-2.7145058774418414,24,0.07267029072334431
W2,4,ret_48h,-0.06565900839740406,-2.4553254369557345,24,0.06565900839740406
W2,4,ret_168h,-0.07965494574708569,-4.333909211005463,24,0.07965494574708569
W2,4,rvol_12h,0.017065898917340453,1.1811512547786551,24,0.017065898917340453
W2,4,rvol_24h,0.012817092123350776,0.6870945608827506,24,0.012817092123350776
W2,4,rvol_168h,-0.0209266893629548,-1.504222488366082,24,0.0209266893629548
W2,4,vol_ratio_12h,0.03848135390833743,2.8166082918642616,24,0.03848135390833743
W2,4,vol_ratio_24h,0.03121253219779384,1.8566411719969613,24,0.03121253219779384
W2,4,mom_z_12h,-0.015602787033590979,-0.8332879170539161,24,0.015602787033590979
W2,4,mom_z_24h,-0.061609145162649016,-2.4511973814525887,24,0.061609145162649016
W2,4,range_24h,0.0162288643581454,3.7737064886451837,24,0.0162288643581454
W2,4,dist_from_high_24h,0.03902784344602392,1.893709968643402,24,0.03902784344602392
W2,4,btc_ret_1h,-0.050829458073342715,-3.7025348266545746,24,0.050829458073342715
W2,4,btc_ret_4h,-0.049128865816672945,-2.195100416919473,24,0.049128865816672945
W2,4,btc_ret_12h,-0.033374563877320435,-1.331061874932798,24,0.033374563877320435
W2,4,btc_ret_24h,-0.07928906096699183,-2.9502087278302125,24,0.07928906096699183
W2,4,btc_beta_168h,-0.01637440702508932,-1.3060230621562163,24,0.01637440702508932
W2,4,residual_12h,0.010959610506585941,0.5545923277525758,24,0.010959610506585941
