feature,importance
breadth_pct_positive,658
close_ma720_ratio,505
fng_ma30,476
fng_momentum,460
close_ma24_ratio,455
fng_ma7,440
ret_sharpe_168h,436
close_ma336_ratio,428
gk_vol_168h,354
ret_sharpe_24h,330
macd_signal,309
btc_beta_48h,307
gk_vol_24h,306
vol_price_corr_168h,306
adx,306
btc_beta_168h,301
low_close_ratio,301
ret_std_168h,300
reversal_24v168,293
gk_vol_12h,285
close_ma6_ratio,284
gk_vol_48h,275
macd,274
ret_kurt_168h,274
regime_btc_dd_720,271
atr_48,264
cci_48,261
fng_value,259
vol_price_corr_48h,257
btc_vol_24h,251
ret_2h,233
close_ma168_ratio,231
bb_width_20,225
reversal_12v48,224
bb_high_20,223
bb_high_48,223
high_close_ratio,218
ret_std_48h,213
ret_skew_168h,209
vol_price_corr_24h,202
adx_neg,202
atr_24,201
macd_diff,199
vol_mom_24h,197
bb_width_48,191
bb_pband_48,182
ret_168h,181
close_ma12_ratio,174
regime_composite,174
reversal_4v24,171
ret_kurt_48h,166
vwap_dev_24h,156
obv_ma_ratio_24,154
close_open_ratio,149
close_ma48_ratio,148
adx_pos,147
ret_mean_168h,146
buy_pressure,144
ret_std_24h,143
ret_sharpe_48h,142
rsi_24,141
atr_14,140
ret_skew_168h_cs,137
lower_shadow,135
close_ma72_ratio,133
ret_skew_48h,131
ret_mean_24h,130
ret_24h,129
mfi_14,122
obv_ma_ratio_48,121
vol_mom_48h,120
ret_skew_24h,117
btc_ret_168h,117
ret_vs_btc_24h,114
ret_48h,113
ret_kurt_24h,112
bb_pband_20,112
ret_4h,112
rsi_14,111
ret_6h,111
ret_72h,109
vwap_dev_48h,105
obv_ma_ratio_12,103
bb_low_20,103
market_dispersion,102
vwap_dev_12h,100
btc_ret_24h,100
btc_ret_12h,98
eth_ret_12h,96
rsi_6,96
ret_12h,94
btc_ret_48h,92
dispersion_regime,92
rsi_12,90
bb_low_48,87
ret_mean_48h,86
cci_14,86
eth_ret_24h,82
eth_btc_ret_24h,80
ret_1h,76
vol_ma720_ratio,75
stoch_d,73
vol_ma336_ratio,71
cross_coin_disp_ma24,70
high_low_ratio,70
ret_skew_48h_cs,70
regime_breadth_bullish,67
stoch_k,63
vol_ma168_ratio,56
upper_shadow,54
willr_14,46
vol_ma6_ratio,45
vol_mom_12h,44
vol_mom_6h,37
