feature,importance
btc_vol_24h,691
close_ma720_ratio,584
oi_value_usd,576
close_ma336_ratio,564
fng_ma30,553
ret_sharpe_168h,478
fng_momentum,462
gk_vol_168h,460
btc_beta_168h,460
vol_12h_cs_rank,457
breadth_pct_positive,455
news_count_7d,444
fng_ma7,432
funding_rate_binance,417
regime_btc_dd_720,377
ret_std_168h,374
global_ls_ratio,369
macd_signal,351
top_long_pct,328
cci_48,320
gk_vol_48h,320
fng_value,318
close_ma12_ratio,306
vol_price_corr_168h,302
btc_beta_48h,293
ret_sharpe_24h,290
atr_48,284
top_ls_ratio,282
vol_trend_12_48,279
close_ma6_ratio,273
vol_price_corr_48h,272
ret_kurt_168h,269
ret_skew_168h,260
gk_vol_24h,258
market_dispersion,257
bb_high_20,248
oi_change_12h_cs,248
mom_accel_12h,245
macd,242
vol_price_corr_24h,235
adx,227
ret_std_48h,222
bb_width_48,219
ret_kurt_48h,212
btc_ret_168h,206
close_ma168_ratio,204
reversal_24v168,195
global_long_pct,190
ls_divergence,182
range_expansion_12h,180
macd_diff,175
bb_width_20,175
ret_mean_168h,169
bb_high_48,166
oi_zscore_7d,163
close_ma24_ratio,163
top_ls_zscore,163
reversal_12v48,159
btc_ret_1h,157
mom_7d,157
ret_skew_48h,153
mom_12h_zscore,151
btc_ret_12h,150
news_count_24h,148
adx_neg,145
news_sentiment_7d,145
ret_sharpe_48h,144
regime_composite,140
news_volume_zscore,139
atr_24,138
ret_168h,138
btc_ret_24h,137
ret_std_24h,132
ret_skew_168h_cs,129
ret_72h,129
market_funding_std,126
news_sentiment_momentum,123
ret_kurt_24h,123
ret_2h,121
close_ma72_ratio,120
btc_ret_48h,120
market_news_count_24h,120
low_close_ratio,118
vol_ma720_ratio,116
bb_pband_48,115
vwap_dev_48h,115
eth_ret_1h,112
close_open_ratio,111
taker_cvd_24h,107
rsi_24,106
ret_mean_48h,105
ret_mean_24h,105
close_ma48_ratio,104
oi_change_24h,104
mom_3d,103
ret_vs_btc_24h,96
atr_14,95
vol_mom_24h,94
eth_ret_24h,93
ret_24h,92
reversal_4v24,89
bb_low_48,89
eth_ret_12h,87
taker_cvd_12h,82
news_count_1h,82
ret_skew_24h,82
top_ls_change_24h,81
ret_6h,80
btc_ret_4h,80
ret_48h,80
obv_ma_ratio_48,76
gk_vol_12h,76
oi_change_12h,70
ret_skew_48h_cs,70
news_sentiment_1h,69
ret_1h,68
vwap_12h_dist,66
top_ls_change_12h,65
eth_btc_ret_24h,61
rsi_12,61
eth_ret_4h,59
adx_pos,58
stoch_d,57
rsi_14,57
market_news_sentiment_24h,56
vol_ma24_ratio,56
oi_ret_interaction_12h,55
vwap_dev_24h,55
news_sentiment_24h,54
vwap_dev_12h,51
long_short_ratio,49
high_close_ratio,47
obv_ma_ratio_24,47
is_asian_session,43
bb_pband_20,43
regime_breadth_bullish,42
ret_4h,42
ret_12h,42
ret_12h_cs_rank,41
bb_low_20,38
rsi_6,38
vol_ma336_ratio,36
vol_mom_48h,36
vol_ma48_ratio,34
oi_change_4h,29
lower_shadow,26
oi_ret_interaction,25
buy_pressure,24
cross_coin_dispersion,24
mfi_14,21
