feature,importance
btc_vol_24h,774
close_ma336_ratio,601
fng_momentum,599
fng_ma30,596
oi_value_usd,591
close_ma720_ratio,561
fng_ma7,548
btc_beta_168h,537
ret_sharpe_168h,527
funding_rate_binance,520
breadth_pct_positive,471
gk_vol_168h,420
vol_12h_cs_rank,399
fng_value,388
global_ls_ratio,372
regime_btc_dd_720,370
macd_signal,368
ret_skew_168h,368
vol_price_corr_168h,341
ret_std_168h,338
gk_vol_48h,327
ls_divergence,321
ret_sharpe_24h,316
top_long_pct,313
btc_beta_48h,301
atr_48,300
ret_kurt_168h,300
btc_ret_168h,298
cci_48,296
top_ls_ratio,272
close_ma12_ratio,262
oi_zscore_7d,261
market_dispersion,255
vol_price_corr_48h,248
close_ma6_ratio,244
bb_width_48,244
gk_vol_24h,240
close_ma168_ratio,240
ret_kurt_48h,234
vol_price_corr_24h,222
vol_trend_12_48,217
adx,211
taker_cvd_24h,197
global_long_pct,194
oi_change_24h,189
top_ls_zscore,188
ret_std_48h,187
reversal_24v168,187
macd,185
bb_high_48,178
ret_mean_168h,176
bb_high_20,159
close_ma24_ratio,159
ret_168h,157
atr_24,156
ret_skew_168h_cs,150
mom_accel_12h,150
ret_skew_48h,146
ret_std_24h,142
btc_ret_12h,140
mom_7d,138
bb_width_20,131
top_ls_change_24h,129
ret_sharpe_48h,128
btc_ret_48h,125
funding_rate,123
close_open_ratio,122
close_ma72_ratio,122
macd_diff,119
reversal_12v48,115
eth_ret_24h,112
ret_72h,109
atr_14,108
range_expansion_12h,108
btc_ret_24h,107
mom_3d,104
ret_vs_btc_24h,103
bb_pband_48,102
regime_composite,100
eth_ret_12h,100
vol_crush_ratio,99
eth_ret_1h,98
vol_ma720_ratio,98
btc_ret_1h,97
ret_2h,97
ret_kurt_24h,97
vwap_dev_48h,95
btc_ret_4h,95
adx_neg,95
rsi_24,94
obv_ma_ratio_48,91
gk_vol_12h,89
taker_cvd_12h,86
close_ma48_ratio,84
low_close_ratio,84
oi_change_12h,84
ret_mean_24h,75
ret_24h,74
direction_quality_12h,74
ret_mean_48h,72
vwpc_12h,71
reversal_4v24,67
market_funding_std,65
oi_change_4h,65
ret_48h,62
bb_low_48,62
eth_ret_4h,61
eth_btc_ret_24h,59
ret_skew_48h_cs,59
bb_low_20,56
ret_6h,53
high_close_ratio,53
ret_skew_24h,52
vol_mom_24h,51
regime_breadth_bullish,50
mom_12h_zscore,50
funding_vs_market,47
oi_change_12h_cs,47
top_ls_change_12h,46
vol_ma24_ratio,46
adx_pos,45
btc_regime_24,44
stoch_d,44
regime_low_vol,43
ret_1h,42
vwap_dev_24h,39
rsi_14,36
vwap_dev_12h,33
ll_count_12h,32
obv_ma_ratio_24,30
ret_12h_cs_rank,29
ret_4h,29
vol_ma72_ratio,26
oi_ret_interaction_12h,25
vwap_12h_dist,24
vol_surge_24h,22
rsi_12,20
bb_pband_20,20
vol_ma168_ratio,19
cross_coin_disp_ma24,17
long_short_ratio,13
vol_mom_48h,12
stoch_k,12
regime_btc_ma720_slope,12
willr_14,9
cci_14,7
