feature,importance
btc_vol_24h,636
fng_ma30,475
news_count_7d,470
close_ma720_ratio,465
close_ma336_ratio,448
oi_value_usd,396
breadth_pct_positive,389
ret_sharpe_168h,385
btc_beta_168h,379
gk_vol_168h,375
funding_rate_binance,373
vol_12h_cs_rank,369
fng_ma7,369
fng_momentum,330
close_ma12_ratio,322
global_ls_ratio,319
fng_value,292
ret_std_168h,291
close_ma6_ratio,282
cci_48,277
regime_btc_dd_720,272
gk_vol_48h,267
vol_price_corr_48h,267
market_dispersion,265
macd_signal,264
vol_trend_12_48,261
ret_sharpe_24h,259
top_long_pct,253
gk_vol_24h,243
market_news_count_24h,243
top_ls_ratio,242
btc_beta_48h,238
vol_price_corr_168h,237
atr_48,232
news_count_24h,219
mom_accel_12h,218
bb_high_20,218
oi_change_12h_cs,213
btc_ret_168h,212
ret_skew_168h,208
vol_price_corr_24h,205
macd,198
adx,188
ret_kurt_168h,186
ret_kurt_48h,183
news_sentiment_7d,178
reversal_24v168,178
reversal_12v48,171
close_ma168_ratio,170
btc_ret_1h,164
ret_std_48h,162
bb_width_48,161
close_ma24_ratio,152
bb_width_20,152
range_expansion_12h,152
mom_12h_zscore,150
news_sentiment_momentum,147
btc_ret_12h,145
bb_high_48,144
btc_ret_24h,138
vol_ma720_ratio,136
top_ls_zscore,132
oi_zscore_7d,131
global_long_pct,131
ret_2h,126
low_close_ratio,126
macd_diff,123
market_funding_std,123
eth_ret_1h,119
mom_7d,118
regime_composite,117
vol_mom_24h,116
news_volume_zscore,115
ret_skew_48h,114
ls_divergence,113
ret_sharpe_48h,112
ret_mean_168h,111
ret_skew_168h_cs,111
bb_pband_48,111
ret_168h,111
ret_std_24h,108
market_news_sentiment_24h,107
reversal_4v24,107
close_ma72_ratio,106
close_open_ratio,104
rsi_24,103
close_ma48_ratio,103
btc_ret_48h,103
eth_ret_12h,101
atr_24,99
ret_vs_btc_24h,97
eth_ret_24h,96
adx_neg,96
btc_ret_4h,92
ret_mean_24h,91
rsi_14,88
vwap_dev_48h,85
mom_3d,84
ret_kurt_24h,77
ret_1h,76
ret_72h,76
news_count_1h,75
atr_14,75
ret_24h,71
bb_low_48,69
vwap_12h_dist,64
ret_mean_48h,64
gk_vol_12h,63
eth_btc_ret_24h,60
ret_48h,58
news_sentiment_24h,58
ret_skew_48h_cs,58
vwap_dev_12h,57
long_short_ratio,51
eth_ret_4h,43
cross_coin_dispersion,35
is_asian_session,31
regime_breadth_bullish,30
btc_regime_24,24
regime_low_vol,22
regime_btc_above_ma336,10
regime_btc_ma720_slope,8
btc_regime_72,7
news_event,6
regime_btc_above_ma720,5
regime_btc_not_crashed,2
fng_extreme_greed,1
fng_extreme_fear,1
