feature,importance
fng_ma30,791
fng_momentum,784
fng_ma7,729
vol_12h_cs_rank,700
close_ma720_ratio,619
close_ma336_ratio,595
btc_beta_168h,576
breadth_pct_positive,528
ret_sharpe_168h,494
fng_value,477
btc_vol_24h,467
gk_vol_168h,459
ret_std_168h,457
macd_signal,453
vol_price_corr_168h,449
atr_48,419
regime_btc_dd_720,414
btc_beta_48h,412
ret_kurt_168h,405
ret_sharpe_24h,357
gk_vol_24h,349
ret_skew_168h,334
adx,294
gk_vol_48h,286
ret_std_48h,285
bb_width_48,275
vol_price_corr_48h,273
vol_trend_12_48,270
macd,269
close_ma168_ratio,267
close_ma12_ratio,258
vol_price_corr_24h,246
bb_width_20,226
reversal_24v168,225
ret_kurt_48h,217
mom_7d,216
cci_48,212
atr_24,211
mom_accel_12h,209
ret_mean_168h,205
ret_skew_48h,202
ret_kurt_24h,199
atr_14,197
ret_168h,192
close_ma72_ratio,189
regime_composite,185
ret_skew_168h_cs,184
bb_high_20,183
close_ma6_ratio,178
obv_ma_ratio_48,173
close_ma24_ratio,173
btc_ret_168h,170
ret_std_24h,159
reversal_12v48,158
bb_high_48,155
range_expansion_12h,150
macd_diff,144
ret_72h,144
ret_skew_24h,141
ret_sharpe_48h,132
bb_low_48,131
ret_48h,125
adx_neg,124
mom_3d,122
ret_mean_48h,122
low_close_ratio,122
gk_vol_12h,121
close_ma48_ratio,112
bb_pband_48,110
vol_ma720_ratio,109
obv_ma_ratio_24,107
ret_mean_24h,102
adx_pos,97
ret_skew_48h_cs,95
reversal_4v24,92
market_dispersion,91
vwap_dev_48h,90
btc_ret_48h,89
ret_2h,88
mfi_14,86
obv_ma_ratio_12,85
ret_24h,84
eth_ret_24h,84
mom_12h_zscore,80
bb_low_20,79
rsi_24,72
ret_vs_btc_24h,72
btc_ret_24h,68
vwap_dev_24h,67
btc_ret_12h,66
btc_ret_1h,64
vol_ma24_ratio,61
regime_breadth_bullish,61
eth_btc_ret_24h,59
ret_1h,56
dispersion_regime,53
close_open_ratio,52
high_close_ratio,51
vol_ma336_ratio,50
ret_12h,49
ret_6h,49
vol_mom_24h,49
eth_ret_1h,49
eth_ret_12h,49
rsi_14,48
ret_12h_cs_rank,48
is_asian_session,47
btc_ret_4h,46
vol_surge_24h,46
cross_coin_disp_ma24,46
stoch_d,36
funding_rate,36
rsi_6,36
cci_14,33
ret_4h,31
vol_mom_48h,29
rsi_12,28
bb_pband_20,26
btc_regime_24,26
regime_btc_ma720_slope,23
high_low_ratio,21
